bbbbbbbbbedb 0.015272899287642243
bbebcbbbbbbb 0.02006001004017534
bbbbbbbbbdbe 0.02006001004017534
bbebbbbbeccb 0.0
bbbdbedbebbb 0.0
ebebbbbbbbbb 0.04129848782892794
bbbebbbbbebb 0.07956184833391229
bbbbbbbcbbbe 0.019381818213386273
bbbbbbbeebbb 0.020749115719348243
bdbbbbbbbcbe 0.05185437371794315
cebbbbecbbbb 0.0
bbbbbbbeebbd 0.0
bbbbbbdebebb 0.05185437371794315
bbbbbbbeebcb 0.0
bbbbbebbbbeb 0.02006001004017534
bbbbbebbbbec 0.0
bbbbbebbeebb 0.05185437371794315
bbbbbebbcbbb 0.15333990836010045
bebbbbdbbbbb 0.030719455064011556
dedbcbbbbbbb 0.0
bbbbbdbebbeb 0.0
bbbbbbedbcbb 0.05010127327739783
bbbbbbbbbeeb 0.025847200757084906
ebbbbcbbbbbb 0.058064264403847154
bbbbbbbbcebb 0.022580287213916552
bbbbdebebbbb 0.05185437371794315
bbebbbbbebbb 0.05783084137036096
dbbbbbbbbbbe 0.09978279912221502
bebbeebbbbbb 0.05185437371794315
bbbebbbbbecc 0.0
bbccbbbbbbbe 0.0
bbbbbbbcbbce 0.0
bbbbbeebbdeb 0.0
bbccbbbdecbc 0.0
cbdebbbbbbbb 0.05010127327739783
bbbeccbbbbbb 0.05185437371794315
bbbbbcbbebbb 0.0
bbbbebebbbbb 0.03092392996925382
eccbbbbbbbbb 0.05185437371794315
bbbcbbebbbbb 0.0
cebbbbebbebb 0.0
bbbecbbebbbb 0.05010127327739783
bbbbbbbbcecb 0.04989139956110751
bedbbbbbbbbb 0.09177231475209867
cebbbbbbbbbb 0.06793083461641769
bbebbbbbdbbb 0.0
bbebbbebbbbb 0.022627780457583558
bbdbedbebbbb 0.0
bbbbbbbcbbeb 0.0
bbcbbbbebbbd 0.04989139956110751
bbbeebbbbbbb 0.02057072793514744
bbcbbbbebbbb 0.023071990488217755
bccbbbdecbcb 0.0
bbbbbbbbbdeb 0.02006001004017534
ebbbbbbebbbb 0.033965417308208845
bbbbbbedbbbb 0.02034962849981116
ebbbbbccbbbb 0.05185437371794315
bbbcbbbbedbb 0.0
bbbbbbeebbde 0.0
bcebbbbecbbb 0.0
bbbbbbcbcbeb 0.0
bbbbbbbcbbee 0.05185437371794315
bbbebbbdbbbb 0.019300627977074616
dbeecbbbbbbe 0.0
dbbebbbbbbbb 0.030590771584032894
bbbbbdbebbbb 0.02006001004017534
bbbbebbbdbbb 0.019300627977074616
bebbebbcbbbb 0.0
bbbbbbbdebbb 0.0
bbbbbbbbbbbe 0.0
