1, 2008-09-23, "Android 1.0"
2, 2009-02-09, "Android 1.1"
3, 2009-04-27, "Android 1.5"
4, 2009-09-15, "Android 1.6"
5, 2009-10-26, "Android 2.0"
6, 2010-05-20, "Android 2.2"
7, 2010-12-06, "Android 2.3"
8, 2011-02-09, "Android 2.3.3"
9, 2011-02-22, "Android 3.0"
10, 2011-05-10, "Android 3.1"
11, 2011-07-15, "Android 3.2"
12, 2011-10-18, "Android 4.0"
